ERP_M_15,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (no.),,,,1934,1937,2006,2072,2082,2077,
ERP_M_16,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (no.),,,,1774,1866,1944,2033,2065,2033,
ERP_M_17,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (no.),,,,1168,1296,1377,1501,1591,1754,
ERP_M_18,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (no.),,,,783,792,854,896,969,1025,
ERP_M_19,Estimated resident population - Males - year ended 30 June,Males - 85 and over (no.),,,,734,762,759,806,792,795,
ERP_M_21,Estimated resident population - Males - year ended 30 June,Males - 0-4 years (%),,,,5.3,5.2,4.9,4.8,4.9,4.8,
ERP_M_22,Estimated resident population - Males - year ended 30 June,Males - 5-9 years (%),,,,6.2,5.8,5.8,5.5,5.4,5.3,
ERP_M_23,Estimated resident population - Males - year ended 30 June,Males - 10-14 years (%),,,,6.2,6.4,6.5,6.4,6.2,6.2,
ERP_M_24,Estimated resident population - Males - year ended 30 June,Males - 15-19 years (%),,,,6.1,6.1,6,6,6.1,6.3,
ERP_M_25,Estimated resident population - Males - year ended 30 June,Males - 20-24 years (%),,,,5.3,5.2,5.1,5.1,5.1,5,
ERP_M_26,Estimated resident population - Males - year ended 30 June,Males - 25-29 years (%),,,,5.2,5.1,4.8,4.4,4.3,4.5,
ERP_M_27,Estimated resident population - Males - year ended 30 June,Males - 30-34 years (%),,,,5.1,5,5,5,5,5,
ERP_M_28,Estimated resident population - Males - year ended 30 June,Males - 35-39 years (%),,,,5.6,5.7,5.8,5.6,5.3,5.2,
ERP_M_29,Estimated resident population - Males - year ended 30 June,Males - 40-44 years (%),,,,6,5.7,5.7,5.8,5.9,5.9,
ERP_M_30,Estimated resident population - Males - year ended 30 June,Males - 45-49 years (%),,,,7.3,7.2,7,6.7,6.4,6.2,
ERP_M_31,Estimated resident population - Males - year ended 30 June,Males - 50-54 years (%),,,,6.7,6.9,7,7.4,7.6,7.6,
ERP_M_32,Estimated resident population - Males - year ended 30 June,Males - 55-59 years (%),,,,7.1,7.2,7.2,7.1,6.9,6.8,
ERP_M_33,Estimated resident population - Males - year ended 30 June,Males - 60-64 years (%),,,,6.4,6.5,6.6,6.7,6.9,7.1,
ERP_M_34,Estimated resident population - Males - year ended 30 June,Males - 65-69 years (%),,,,6.5,6.4,6.6,6.7,6.6,6.5,
ERP_M_35,Estimated resident population - Males - year ended 30 June,Males - 70-74 years (%),,,,5.9,6.2,6.3,6.5,6.6,6.4,
ERP_M_36,Estimated resident population - Males - year ended 30 June,Males - 75-79 years (%),,,,3.9,4.3,4.5,4.8,5.1,5.5,
ERP_M_37,Estimated resident population - Males - year ended 30 June,Males - 80-84 years (%),,,,2.6,2.6,2.8,2.9,3.1,3.2,
ERP_M_38,Estimated resident population - Males - year ended 30 June,Males - 85 and over (%),,,,2.5,2.5,2.5,2.6,2.5,2.5,
ERP_F_2,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (no.),,,,1525,1461,1429,1368,1429,1425,
ERP_F_3,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (no.),,,,1777,1721,1686,1678,1656,1613,
ERP_F_4,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (no.),,,,1729,1795,1841,1836,1853,1843,
ERP_F_5,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (no.),,,,1653,1643,1677,1717,1748,1826,
ERP_F_6,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (no.),,,,1455,1422,1385,1402,1404,1439,
ERP_F_7,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (no.),,,,1592,1541,1475,1347,1331,1349,
ERP_F_8,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (no.),,,,1659,1649,1641,1615,1673,1755,
ERP_F_9,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (no.),,,,1865,1888,1914,1930,1930,1925,
ERP_F_10,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (no.),,,,2034,1942,1946,1992,2001,2078,
ERP_F_11,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (no.),,,,2296,2286,2361,2305,2243,2219,
ERP_F_12,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (no.),,,,2293,2335,2404,2485,2554,2554,
ERP_F_13,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (no.),,,,2377,2406,2454,2469,2515,2578,
ERP_F_14,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (no.),,,,2218,2266,2371,2486,2572,2588,
ERP_F_15,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (no.),,,,2268,2319,2388,2434,2478,2532,
ERP_F_16,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (no.),,,,1979,2118,2253,2407,2427,2491,
ERP_F_17,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (no.),,,,1404,1449,1564,1646,1832,2005,
ERP_F_18,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (no.),,,,1075,1107,1143,1201,1243,1263,
ERP_F_19,Estimated resident population - Females - year ended 30 June,Females - 85 and over (no.),,,,1299,1311,1292,1298,1367,1377,
ERP_F_21,Estimated resident population - Females - year ended 30 June,Females - 0-4 years (%),,,,4.7,4.5,4.3,4.1,4.2,4.1,
ERP_F_22,Estimated resident population - Females - year ended 30 June,Females - 5-9 years (%),,,,5.5,5.3,5.1,5,4.8,4.6,
ERP_F_23,Estimated resident population - Females - year ended 30 June,Females - 10-14 years (%),,,,5.3,5.5,5.5,5.5,5.4,5.3,
ERP_F_24,Estimated resident population - Females - year ended 30 June,Females - 15-19 years (%),,,,5.1,5,5,5.1,5.1,5.2,
ERP_F_25,Estimated resident population - Females - year ended 30 June,Females - 20-24 years (%),,,,4.5,4.4,4.2,4.2,4.1,4.1,
ERP_F_26,Estimated resident population - Females - year ended 30 June,Females - 25-29 years (%),,,,4.9,4.7,4.4,4,3.9,3.9,
ERP_F_27,Estimated resident population - Females - year ended 30 June,Females - 30-34 years (%),,,,5.1,5,4.9,4.8,4.9,5,
ERP_F_28,Estimated resident population - Females - year ended 30 June,Females - 35-39 years (%),,,,5.7,5.8,5.8,5.7,5.6,5.5,
ERP_F_29,Estimated resident population - Females - year ended 30 June,Females - 40-44 years (%),,,,6.3,5.9,5.9,5.9,5.8,6,
ERP_F_30,Estimated resident population - Females - year ended 30 June,Females - 45-49 years (%),,,,7.1,7,7.1,6.9,6.5,6.4,
ERP_F_31,Estimated resident population - Females - year ended 30 June,Females - 50-54 years (%),,,,7.1,7.1,7.2,7.4,7.5,7.3,
ERP_F_32,Estimated resident population - Females - year ended 30 June,Females - 55-59 years (%),,,,7.3,7.4,7.4,7.3,7.3,7.4,
ERP_F_33,Estimated resident population - Females - year ended 30 June,Females - 60-64 years (%),,,,6.8,6.9,7.1,7.4,7.5,7.4,
ERP_F_34,Estimated resident population - Females - year ended 30 June,Females - 65-69 years (%),,,,7,7.1,7.2,7.2,7.2,7.3,
ERP_F_35,Estimated resident population - Females - year ended 30 June,Females - 70-74 years (%),,,,6.1,6.5,6.8,7.2,7.1,7.1,
ERP_F_36,Estimated resident population - Females - year ended 30 June,Females - 75-79 years (%),,,,4.3,4.4,4.7,4.9,5.3,5.8,
ERP_F_37,Estimated resident population - Females - year ended 30 June,Females - 80-84 years (%),,,,3.3,3.4,3.4,3.6,3.6,3.6,
ERP_F_38,Estimated resident population - Females - year ended 30 June,Females - 85 and over (%),,,,4,4,3.9,3.9,4,4,
ERP_P_2,Estimated resident population - Persons - year ended 30 June,Persons - 0-4 years (no.),,,,3125,3042,2942,2865,2957,2946,
ERP_P_3,Estimated resident population - Persons - year ended 30 June,Persons - 5-9 years (no.),,,,3620,3486,3449,3382,3357,3312,
ERP_P_4,Estimated resident population - Persons - year ended 30 June,Persons - 10-14 years (no.),,,,3593,3740,3816,3836,3798,3818,
ERP_P_5,Estimated resident population - Persons - year ended 30 June,Persons - 15-19 years (no.),,,,3478,3478,3513,3569,3661,3833,
ERP_P_6,Estimated resident population - Persons - year ended 30 June,Persons - 20-24 years (no.),,,,3054,2985,2952,2978,3005,3023,
ERP_P_7,Estimated resident population - Persons - year ended 30 June,Persons - 25-29 years (no.),,,,3146,3071,2934,2712,2695,2775,
ERP_P_8,Estimated resident population - Persons - year ended 30 June,Persons - 30-34 years (no.),,,,3199,3175,3166,3158,3245,3347,
ERP_P_9,Estimated resident population - Persons - year ended 30 June,Persons - 35-39 years (no.),,,,3532,3604,3682,3674,3604,3582,
ERP_P_10,Estimated resident population - Persons - year ended 30 June,Persons - 40-44 years (no.),,,,3833,3679,3684,3805,3860,3974,
ERP_P_11,Estimated resident population - Persons - year ended 30 June,Persons - 45-49 years (no.),,,,4482,4452,4493,4379,4243,4197,
ERP_P_12,Estimated resident population - Persons - year ended 30 June,Persons - 50-54 years (no.),,,,4305,4421,4562,4782,4944,4970,
ERP_P_13,Estimated resident population - Persons - year ended 30 June,Persons - 55-59 years (no.),,,,4503,4580,4667,4677,4680,4749,
ERP_P_14,Estimated resident population - Persons - year ended 30 June,Persons - 60-64 years (no.),,,,4128,4225,4403,4568,4730,4852,
ERP_P_15,Estimated resident population - Persons - year ended 30 June,Persons - 65-69 years (no.),,,,4202,4256,4394,4506,4560,4609,
ERP_P_16,Estimated resident population - Persons - year ended 30 June,Persons - 70-74 years (no.),,,,3753,3984,4197,4440,4492,4524,
ERP_P_17,Estimated resident population - Persons - year ended 30 June,Persons - 75-79 years (no.),,,,2572,2745,2941,3147,3423,3759,
ERP_P_18,Estimated resident population - Persons - year ended 30 June,Persons - 80-84 years (no.),,,,1858,1899,1997,2097,2212,2288,
ERP_P_19,Estimated resident population - Persons - year ended 30 June,Persons - 85 and over (no.),,,,2033,2073,2051,2104,2159,2172,
ERP_P_21,Estimated resident population - Persons - year ended 30 June,Persons - 0-4 years (%),,,,5,4.8,4.6,4.4,4.5,4.4,
ERP_P_22,Estimated resident population - Persons - year ended 30 June,Persons - 5-9 years (%),,,,5.8,5.5,5.4,5.2,5.1,5,
ERP_P_23,Estimated resident population - Persons - year ended 30 June,Persons - 10-14 years (%),,,,5.8,5.9,6,5.9,5.8,5.7,
ERP_P_24,Estimated resident population - Persons - year ended 30 June,Persons - 15-19 years (%),,,,5.6,5.5,5.5,5.5,5.6,5.7,
ERP_P_25,Estimated resident population - Persons - year ended 30 June,Persons - 20-24 years (%),,,,4.9,4.7,4.6,4.6,4.6,4.5,
ERP_P_26,Estimated resident population - Persons - year ended 30 June,Persons - 25-29 years (%),,,,5,4.9,4.6,4.2,4.1,4.2,
ERP_P_27,Estimated resident population - Persons - year ended 30 June,Persons - 30-34 years (%),,,,5.1,5,5,4.9,4.9,5,
ERP_P_28,Estimated resident population - Persons - year ended 30 June,Persons - 35-39 years (%),,,,5.7,5.7,5.8,5.7,5.5,5.4,
ERP_P_29,Estimated resident population - Persons - year ended 30 June,Persons - 40-44 years (%),,,,6.1,5.8,5.8,5.9,5.9,6,
ERP_P_30,Estimated resident population - Persons - year ended 30 June,Persons - 45-49 years (%),,,,7.2,7.1,7,6.8,6.5,6.3,
ERP_P_31,Estimated resident population - Persons - year ended 30 June,Persons - 50-54 years (%),,,,6.9,7,7.1,7.4,7.5,7.4,
ERP_P_32,Estimated resident population - Persons - year ended 30 June,Persons - 55-59 years (%),,,,7.2,7.3,7.3,7.2,7.1,7.1,
ERP_P_33,Estimated resident population - Persons - year ended 30 June,Persons - 60-64 years (%),,,,6.6,6.7,6.9,7.1,7.2,7.3,
ERP_P_34,Estimated resident population - Persons - year ended 30 June,Persons - 65-69 years (%),,,,6.7,6.8,6.9,7,6.9,6.9,
ERP_P_35,Estimated resident population - Persons - year ended 30 June,Persons - 70-74 years (%),,,,6,6.3,6.6,6.9,6.8,6.8,
ERP_P_36,Estimated resident population - Persons - year ended 30 June,Persons - 75-79 years (%),,,,4.1,4.4,4.6,4.9,5.2,5.6,
ERP_P_37,Estimated resident population - Persons - year ended 30 June,Persons - 80-84 years (%),,,,3,3,3.1,3.2,3.4,3.4,
ERP_P_38,Estimated resident population - Persons - year ended 30 June,Persons - 85 and over (%),,,,3.3,3.3,3.2,3.3,3.3,3.3,
BD_2,Births and deaths - year ended 31 December,Births (no.),,,573,582,560,543,612,550,,
BD_3,Births and deaths - year ended 31 December,Total fertility rate (births per female) (rate),,,1.8,1.77,1.73,1.72,1.79,1.79,,
BD_4,Births and deaths - year ended 31 December,Deaths (no.),,,686,625,673,569,694,714,,
BD_5,Births and deaths - year ended 31 December,"Standardised death rate (per 1,000 people) (rate)",,,6.6,6.3,6.1,5.6,5.7,5.6,,
MIGRATION_2,Internal and overseas migration - year ended 30 June,Internal arrivals (no.),,,,6094,6441,6528,6719,7180,5781,
MIGRATION_3,Internal and overseas migration - year ended 30 June,Internal departures (no.),,,,5761,6122,5567,5779,6333,5262,
MIGRATION_4,Internal and overseas migration - year ended 30 June,Net internal migration (no.),,,,333,319,961,940,847,519,
MIGRATION_5,Internal and overseas migration - year ended 30 June,Overseas arrivals (no.),,,,566,611,592,148,520,1101,
MIGRATION_6,Internal and overseas migration - year ended 30 June,Overseas departures (no.),,,,364,375,366,216,271,284,
MIGRATION_7,Internal and overseas migration - year ended 30 June,Net overseas migration (no.),,,,202,236,226,-68,249,817,
CENSUS_34,Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (no.),1301,1765,,,,,2349,,,
CENSUS_2,Aboriginal and Torres Strait Islander Peoples - Census,Aboriginal and Torres Strait Islander Peoples (%),2.3,3,,,,,3.7,,,
CENSUS_4,Overseas born population - Census,Born in Oceania and Antarctica (excluding Australia) (%),,7.1,,,,,6.8,,,
CENSUS_5,Overseas born population - Census,Born in North-West Europe (%),,8.9,,,,,9.1,,,
CENSUS_6,Overseas born population - Census,Born in Southern and Eastern Europe (%),,1.1,,,,,1.2,,,
CENSUS_7,Overseas born population - Census,Born in North Africa and the Middle East (%),,0.2,,,,,0.3,,,
CENSUS_8,Overseas born population - Census,Born in South-East Asia (%),,1.5,,,,,1.8,,,
CENSUS_9,Overseas born population - Census,Born in North-East Asia (%),,0.6,,,,,0.6,,,
CENSUS_10,Overseas born population - Census,Born in Southern and Central Asia (%),,0.7,,,,,0.6,,,
CENSUS_11,Overseas born population - Census,Born in Americas (%),,0.8,,,,,1.1,,,
CENSUS_12,Overseas born population - Census,Born in Sub-Saharan Africa (%),,1,,,,,1.3,,,
CENSUS_35,Overseas born population - Census,Total born overseas (no.),,13148,,,,,14512,,,
CENSUS_13,Overseas born population - Census,Total born overseas (%),,22.1,,,,,22.8,,,
CENSUS_15,Religious affiliation - Census,Buddhism (%),1,1.1,,,,,0.9,,,
CENSUS_16,Religious affiliation - Census,Christianity (%),66.2,58.1,,,,,48.7,,,
CENSUS_17,Religious affiliation - Census,Hinduism (%),0.4,0.4,,,,,0.4,,,
CENSUS_18,Religious affiliation - Census,Islam (%),0.2,0.2,,,,,0.3,,,
CENSUS_19,Religious affiliation - Census,Judaism (%),0.1,0.1,,,,,0.1,,,
CENSUS_20,Religious affiliation - Census,Other religions (%),0.5,0.5,,,,,0.6,,,
CENSUS_40,Religious affiliation - Census,"Secular beliefs, other spiritual beliefs or no religion (%)",21.9,29.9,,,,,41.8,,,
CENSUS_22,Religious affiliation - Census,Religious affiliation inadequately described or not stated (%),9.7,9.7,,,,,7.3,,,
CENSUS_36,Australian citizenship - Census,Australian citizen (no.),47734,50039,,,,,55290,,,
CENSUS_37,Australian citizenship - Census,Not an Australian citizen (no.),5347,5336,,,,,5429,,,
CENSUS_38,Australian citizenship - Census,Australian citizenship not stated (no.),3205,4088,,,,,3055,,,
CENSUS_29,Australian citizenship - Census,Australian citizen (%),84.8,84.1,,,,,86.7,,,
CENSUS_30,Australian citizenship - Census,Not an Australian citizen (%),9.5,9,,,,,8.5,,,
CENSUS_31,Australian citizenship - Census,Australian citizenship not stated (%),5.7,6.9,,,,,4.8,,,
CENSUS_39,Speaks a language other than English at home - Census,Speaks a language other than English at home (no.),3422,3910,,,,,4339,,,
CENSUS_33,Speaks a language other than English at home - Census,Speaks a language other than English at home (%),6.1,6.6,,,,,6.8,,,
ADFS_2,Australian Defence Force service - Persons aged 15 years and over - Census,Currently serving in the Australian Defence Force (no.),,,,,,,103,,,
ADFS_3,Australian Defence Force service - Persons aged 15 years and over - Census,Previously served in the Australian Defence Force (no.),,,,,,,2385,,,
ADFS_4,Australian Defence Force service - Persons aged 15 years and over - Census,Currently serving in the Australian Defence Force (%),,,,,,,0.2,,,
ADFS_5,Australian Defence Force service - Persons aged 15 years and over - Census,Previously served in the Australian Defence Force (%),,,,,,,4.4,,,
ING_ERP_P,Estimated resident Aboriginal and Torres Strait Islander population - at 30 June,Estimated resident Aboriginal and Torres Strait Islander population (no.),,,,,,,2660,,,
ING_LANG1,Language - Census,Speakers of an Aboriginal or Torres Strait Islander language who identify as Aboriginal and/or Torres Strait Islander (%),1.5,1.3,,,,,2.3,,,
ING_LANG2,Language - Census,Speaks English at home (%),97.8,97,,,,,95.9,,,
ING_EETP1,"Engagement in employment, education or training - Census",Fully engaged (%),42.3,43,,,,,39.3,,,
ING_EETP2,"Engagement in employment, education or training - Census",Partially or at least partially engaged (%),16.6,16.8,,,,,21.2,,,
ING_EETP3,"Engagement in employment, education or training - Census",Not engaged (%),41.3,40.9,,,,,39.9,,,
ING_EMP1,Labour force status - Census,Employed (no.),385,531,,,,,764,,,
ING_EMP2,Labour force status - Census,% of total labour force employed,80.7,79.7,,,,,88,,,
ING_UNEMP1,Labour force status - Census,Unemployed (no.),90,137,,,,,109,,,
ING_UNEMP2,Labour force status - Census,% of total labour force unemployed,18.9,20.6,,,,,12.6,,,
ING_LABF,Labour force status - Census,In the labour force (no.),477,666,,,,,868,,,
ING_LFPR,Labour force status - Census,Labour force participation rate (%),60.7,62.7,,,,,62.7,,,
ING_NILF,Labour force status - Census,Not in the labour force (%),39.2,36.9,,,,,37.1,,,
ING_1564,Labour force status - Census,Total responding population aged 15-64 years (no.),786,1062,,,,,1385,,,
ING_EMP3,Labour force status - Census,% of total Census responding population employed,49,50,,,,,55.2,,,
ING_UA1,Unpaid assistance to a person with a disability - Census,Provided unpaid assistance (no.),120,168,,,,,251,,,
ING_UA2,Unpaid assistance to a person with a disability - Census,Provided unpaid assistance (%),14.2,14.5,,,,,16,,,
ING_UPCC1,Unpaid child care - Census,Cared for own child/children (no.),186,241,,,,,327,,,
ING_UPCC2,Unpaid child care - Census,Cared for own child/children (%),21.9,20.8,,,,,20.9,,,
ING_UPCC3,Unpaid child care - Census,Cared for other child/children (no.),77,94,,,,,91,,,
ING_UPCC4,Unpaid child care - Census,Cared for other child/children (%),9.1,8.1,,,,,5.8,,,
ING_UPCC5,Unpaid child care - Census,Total provided unpaid child care (no.),280,344,,,,,431,,,
ING_UPCC6,Unpaid child care - Census,Total provided unpaid child care (%),33,29.7,,,,,27.5,,,
ING_UPCC7,Unpaid child care - Census,Did not provide unpaid child care (no.),520,777,,,,,1089,,,
ING_UPCC8,Unpaid child care - Census,Did not provide unpaid child care (%),61.3,67.2,,,,,69.5,,,
ING_VOLWP1,Voluntary work for an organisation or group - Census,Volunteered for an organisation or group (no.),134,174,,,,,171,,,
ING_VOLWP2,Voluntary work for an organisation or group - Census,Volunteered for an organisation or group (%),15.8,15,,,,,10.9,,,
ING_TTYPE1,Tenure type - Census,Owner with or without a mortgage (or being purchased under a shared equity scheme) (no.),332,485,,,,,703,,,
ING_TTYPE2,Tenure type - Census,Owner with or without a mortgage (or being purchased under a shared equity scheme) (%),28,29.4,,,,,31.4,,,
ING_TTYPE3,Tenure type - Census,Renter (no.),823,1114,,,,,1502,,,
ING_TTYPE4,Tenure type - Census,Renter (%),69.3,67.6,,,,,67.1,,,
ING_HMLSS1,Homelessness - Census estimates of homelessness,Estimate of persons who were homeless or likely to be homeless who identified as Aboriginal and/or Torres Strait Islander (no.),8,13,,,,,22,,,
ING_HMLSS2,Homelessness - Census estimates of homelessness,% of total homeless or likely to be homeless population estimate who identify as Aboriginal and/or Torres Strait Islander,5,7,,,,,8,,,
ING_YR12C3P1,Closing the Gap Target 5 - People aged 20-24 years - Census,Attained Year 12 or equivalent or Certificate III or above (no.),53,100,,,,,140,,,
ING_YR12C3P2,Closing the Gap Target 5 - People aged 20-24 years - Census,Attained Year 12 or equivalent or Certificate III or above (%),53.5,73,,,,,86.4,,,
ING_YR12C3P3,Closing the Gap Target 5 - People aged 20-24 years - Census,Total applicable population aged 20-24 years (no.),99,137,,,,,162,,,
ING_HEAP1,Closing the Gap Target 6 - People aged 25-34 years - Census,Completed tertiary qualification of Certificate III or above (no.),63,87,,,,,153,,,
ING_HEAP2,Closing the Gap Target 6 - People aged 25-34 years - Census,Completed tertiary qualification of Certificate III or above (%),43.2,46.3,,,,,57.3,,,
ING_HEAP3,Closing the Gap Target 6 - People aged 25-34 years - Census,Total applicable population aged 25-34 years (no.),146,188,,,,,267,,,
ING_EETPH1,Closing the Gap Target 7 - People aged 15-24 years - Census,"Fully engaged in employment, education or training (no.)",132,184,,,,,212,,,
ING_EETPH2,Closing the Gap Target 7 - People aged 15-24 years - Census,"Fully engaged in employment, education or training (%)",53.2,57.3,,,,,61.1,,,
ING_EETPH3,Closing the Gap Target 7 - People aged 15-24 years - Census,Total applicable population aged 15-24 years (no.),248,321,,,,,347,,,
ING_LFSP1,Closing the Gap Target 8 - People aged 25-64 years - Census,Employed (no.),280,389,,,,,577,,,
ING_LFSP2,Closing the Gap Target 8 - People aged 25-64 years - Census,Employed (%),52.9,53,,,,,57,,,
ING_LFSP3,Closing the Gap Target 8 - People aged 25-64 years - Census,Total applicable population aged 25-64 years (no.),529,734,,,,,1012,,,
ING_HOSD1,Closing the Gap Target 9A - Census,Living in a dwelling with no additional bedrooms required (appropriately sized) (no.),945,1372,,,,,1859,,,
ING_HOSD2,Closing the Gap Target 9A - Census,Living in a dwelling with no additional bedrooms required (appropriately sized) (%),84.8,87.6,,,,,89.1,,,
ING_HOSD3,Closing the Gap Target 9A - Census,Living in a dwelling requiring one additional bedroom (no.),128,180,,,,,170,,,
ING_HOSD4,Closing the Gap Target 9A - Census,Living in a dwelling requiring one additional bedroom (%),11.5,11.5,,,,,8.1,,,
ING_HOSD5,Closing the Gap Target 9A - Census,Living in a dwelling requiring two additional bedrooms (no.),40,20,,,,,51,,,
ING_HOSD6,Closing the Gap Target 9A - Census,Living in a dwelling requiring two additional bedrooms (%),3.6,1.3,,,,,2.4,,,
ING_HOSD7,Closing the Gap Target 9A - Census,Living in a dwelling requiring three additional bedrooms (no.),3,0,,,,,10,,,
ING_HOSD8,Closing the Gap Target 9A - Census,Living in a dwelling requiring three additional bedrooms (%),0.3,0,,,,,0.5,,,
ING_HOSD9,Closing the Gap Target 9A - Census,Living in a dwelling requiring four or more additional bedrooms (no.),0,0,,,,,0,,,
ING_HOSD10,Closing the Gap Target 9A - Census,Living in a dwelling requiring four or more additional bedrooms (%),0,0,,,,,0,,,
ING_HOSD11,Closing the Gap Target 9A - Census,Total people living in applicable dwellings (no.),1114,1567,,,,,2086,,,
CABEE_2,Number of businesses - at 30 June,Number of non-employing businesses,,,,,2310,2338,2256,2449,2538,
CABEE_3,Number of businesses - at 30 June,Number of employing businesses: 1-4 employees,,,,,1183,1151,1303,1354,1301,
CABEE_4,Number of businesses - at 30 June,Number of employing businesses: 5-19 employees,,,,,395,422,435,449,471,
CABEE_38,Number of businesses - at 30 June,Number of employing businesses: 20 or more employees,,,,,92,92,92,101,107,
CABEE_5,Number of businesses - at 30 June,Total number of businesses,,,,,3980,4003,4086,4353,4417,
CABEE_7,Business entries - year ended 30 June,Number of non-employing business entries,,,,,,389,384,539,509,
CABEE_8,Business entries - year ended 30 June,Number of employing business entries: 1-4 employees,,,,,,161,183,204,197,
CABEE_9,Business entries - year ended 30 June,Number of employing business entries: 5-19 employees,,,,,,11,14,12,17,
CABEE_39,Business entries - year ended 30 June,Number of employing business entries: 20 or more employees,,,,,,,3,,,
CABEE_10,Business entries - year ended 30 June,Total number of business entries,,,,,,561,582,756,725,
CABEE_12,Business exits - year ended 30 June,Number of non-employing business exits,,,,,,426,397,404,498,
CABEE_13,Business exits - year ended 30 June,Number of employing business exits: 1-4 employees,,,,,,136,90,136,150,
CABEE_14,Business exits - year ended 30 June,Number of employing business exits: 5-19 employees,,,,,,14,16,23,32,
CABEE_40,Business exits - year ended 30 June,Number of employing business exits: 20 or more employees,,,,,,3,,3,4,
CABEE_15,Business exits - year ended 30 June,Total number of business exits,,,,,,579,505,565,684,
CABEE_19,Number of businesses by industry - at 30 June,"Agriculture, forestry and fishing (no.)",,,,,72,72,68,65,64,
CABEE_28,Number of businesses by industry - at 30 June,Mining (no.),,,,,3,5,5,6,3,
CABEE_27,Number of businesses by industry - at 30 June,Manufacturing (no.),,,,,220,217,219,223,237,
CABEE_23,Number of businesses by industry - at 30 June,"Electricity, gas, water and waste services (no.)",,,,,5,5,6,8,10,
